model_id,lab,country_iso3,date,workload_input_tokens,workload_output_tokens,input_usd_per_mtok,output_usd_per_mtok,workload_cost_usd,gni_per_capita_atlas_usd,gni_year,monthly_gni_pc_usd,intelligence_share_pct,basket_multiplier,basket_share_pct,fx_rate_local_per_usd,fx_rate_type,fx_date,fx_source,workload_cost_local,currency,hourly_minimum_wage_local,minimum_wage_date,min_wage_hours,basket_min_wage_hours,evidence_status,temporal_status,headline_eligible,weakest_input,formula_version,compiled
DeepSeek V4 Flash 0731,DeepSeek,SEN,2026-08-13,1000000,250000,0.22,0.66,0.385,1780.0,2025,148.3333,0.2596,20,5.191,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),220.3701,XOF,370.526,2023-07-01,0.5947,11.89,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
DeepSeek V4 Flash 0731,DeepSeek,CIV,2026-08-13,1000000,250000,0.22,0.66,0.385,2780.0,2025,231.6667,0.1662,20,3.3237,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),220.3701,XOF,432.78,2023-01-01,0.5092,10.18,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,NGA,2026-07-24,1000000,250000,5.0,25.0,11.25,1360.0,2025,113.3333,9.9265,20,198.5294,1330.7027,official,2026-09-18,Central Bank of Nigeria,14970.4054,NGN,403.92,2024-05-01,37.0628,741.26,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,KEN,2026-07-24,1000000,250000,5.0,25.0,11.25,2200.0,2025,183.3333,6.1364,20,122.7273,129.49,official,2026-09-18,Central Bank of Kenya,1456.7625,KES,92.55,2026-05-01,15.7403,314.81,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,ZAF,2026-07-24,1000000,250000,5.0,25.0,11.25,6270.0,2025,522.5,2.1531,20,43.0622,16.2057,official,2026-09-21,South African Reserve Bank,182.3141,ZAR,30.23,2026-03-01,6.0309,120.62,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,GHA,2026-07-24,1000000,250000,5.0,25.0,11.25,2630.0,2025,219.1667,5.1331,20,102.6616,11.48,official,2026-09-21,Yahoo Finance (USDGHS=X),129.15,GHS,2.72,2026-01-01,47.4816,949.63,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,EGY,2026-07-24,1000000,250000,5.0,25.0,11.25,3260.0,2025,271.6667,4.1411,20,82.8221,51.8636,official,2026-09-21,Central Bank of Egypt,583.4655,EGP,33.65,2025-03-01,17.3392,346.78,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,MAR,2026-07-24,1000000,250000,5.0,25.0,11.25,4360.0,2025,363.3333,3.0963,20,61.9266,9.5119,official,2026-09-18,Bank Al-Maghrib,107.0089,MAD,17.92,2026-01-01,5.9715,119.43,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,ETH,2026-07-24,1000000,250000,5.0,25.0,11.25,1110.0,2025,92.5,12.1622,20,243.2432,160.649994,official,2026-09-18,Yahoo Finance (USDETB=X),1807.3124,ETB,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,RWA,2026-07-24,1000000,250000,5.0,25.0,11.25,1150.0,2025,95.8333,11.7391,20,234.7826,1467.849976,official,2026-09-21,Yahoo Finance (USDRWF=X),16513.3122,RWF,,,,,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,SEN,2026-07-24,1000000,250000,5.0,25.0,11.25,1780.0,2025,148.3333,7.5843,20,151.6854,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),6439.3875,XOF,370.526,2023-07-01,17.379,347.58,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5,Anthropic,CIV,2026-07-24,1000000,250000,5.0,25.0,11.25,2780.0,2025,231.6667,4.8561,20,97.1223,572.39,official,2026-09-18,BCEAO (Central Bank of West African States),6439.3875,XOF,432.78,2023-01-01,14.8791,297.58,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,NGA,2026-07-24,1000000,250000,2.0,10.0,4.5,1360.0,2025,113.3333,3.9706,20,79.4118,1330.7027,official,2026-09-18,Central Bank of Nigeria,5988.1622,NGN,403.92,2024-05-01,14.8251,296.5,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
Claude Opus 5 (routed),Anthropic,KEN,2026-07-24,1000000,250000,2.0,10.0,4.5,2200.0,2025,183.3333,2.4545,20,49.0909,129.49,official,2026-09-18,Central Bank of Kenya,582.705,KES,92.55,2026-05-01,6.2961,125.92,derived,measured,False,model price row is trade_reporting,A-1.0,2026-09-21
