provider,product,tier,price_usd_month,local_price_available,local_price_amount,local_currency,students_or_regional_discount,country_iso3,monthly_gni_pc_usd,subscription_share_pct,evidence_status,temporal_status,headline_eligible,weakest_input,source_url,formula_version,compiled
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,ZAF,522.5,1.912,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,GHA,219.1667,4.5582,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,EGY,271.6667,3.6773,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,MAR,363.3333,2.7495,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,ETH,92.5,10.8,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,RWA,95.8333,10.4243,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,SEN,148.3333,6.7348,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Personal (includes limited Copilot AI),9.99,no,,,unclear,CIV,231.6667,4.3122,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,NGA,113.3333,11.4618,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,KEN,183.3333,7.0855,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,ZAF,522.5,2.4861,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,GHA,219.1667,5.927,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,EGY,271.6667,4.7816,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,MAR,363.3333,3.5752,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,ETH,92.5,14.0432,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,RWA,95.8333,13.5548,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,SEN,148.3333,8.7573,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Family (includes limited Copilot AI),12.99,no,,,unclear,CIV,231.6667,5.6072,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,NGA,113.3333,88.2265,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,KEN,183.3333,54.54,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,ZAF,522.5,19.1368,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,GHA,219.1667,45.6228,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,EGY,271.6667,36.8061,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,MAR,363.3333,27.5202,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,ETH,92.5,108.0973,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,RWA,95.8333,104.3374,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,SEN,148.3333,67.409,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
Microsoft,Microsoft 365 (consumer) with Copilot,Microsoft 365 Pro (highest Copilot usage),99.99,no,,,unclear,CIV,231.6667,43.1612,derived,measured,True,,https://www.microsoft.com/en-us/microsoft-365-copilot/pricing/individuals,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,NGA,113.3333,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,KEN,183.3333,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,ZAF,522.5,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,GHA,219.1667,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,EGY,271.6667,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,MAR,363.3333,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,ETH,92.5,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,RWA,95.8333,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,SEN,148.3333,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,Free,0,unclear,,,unclear,CIV,231.6667,0.0,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,NGA,113.3333,8.8235,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,KEN,183.3333,5.4545,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,ZAF,522.5,1.9139,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,GHA,219.1667,4.5627,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,EGY,271.6667,3.681,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,MAR,363.3333,2.7523,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,ETH,92.5,10.8108,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,RWA,95.8333,10.4348,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,SEN,148.3333,6.7416,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Lite,10,unclear,,,unclear,CIV,231.6667,4.3165,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,NGA,113.3333,26.4706,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,KEN,183.3333,16.3636,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,ZAF,522.5,5.7416,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,GHA,219.1667,13.6882,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,EGY,271.6667,11.0429,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,MAR,363.3333,8.2569,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,ETH,92.5,32.4324,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,RWA,95.8333,31.3043,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,SEN,148.3333,20.2247,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok,30,yes,49900,NGN,unclear,CIV,231.6667,12.9496,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,NGA,113.3333,88.2353,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,KEN,183.3333,54.5455,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,ZAF,522.5,19.1388,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,GHA,219.1667,45.6274,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,EGY,271.6667,36.8098,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,MAR,363.3333,27.5229,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,ETH,92.5,108.1081,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,RWA,95.8333,104.3478,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,SEN,148.3333,67.4157,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Plus,100,yes,149900,NGN,unclear,CIV,231.6667,43.1655,derived,measured,True,,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,NGA,113.3333,264.7059,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,KEN,183.3333,163.6364,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,ZAF,522.5,57.4163,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,GHA,219.1667,136.8821,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,EGY,271.6667,110.4294,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,MAR,363.3333,82.5688,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,ETH,92.5,324.3243,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,RWA,95.8333,313.0435,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,SEN,148.3333,202.2472,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
xAI,Grok,SuperGrok Heavy,300,yes,499900,NGN,unclear,CIV,231.6667,129.4964,derived,measured,False,pricing source is trade_reporting,https://x.ai/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,NGA,113.3333,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,KEN,183.3333,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,ZAF,522.5,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,GHA,219.1667,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,EGY,271.6667,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,MAR,363.3333,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,ETH,92.5,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,RWA,95.8333,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,SEN,148.3333,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Free,0,no,,,no,CIV,231.6667,0.0,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,NGA,113.3333,17.6471,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,KEN,183.3333,10.9091,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,ZAF,522.5,3.8278,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,GHA,219.1667,9.1255,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,EGY,271.6667,7.362,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,MAR,363.3333,5.5046,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,ETH,92.5,21.6216,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,RWA,95.8333,20.8696,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,SEN,148.3333,13.4831,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Pro,20,yes,29900,NGN,yes,CIV,231.6667,8.6331,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,NGA,113.3333,176.4706,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,KEN,183.3333,109.0909,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,ZAF,522.5,38.2775,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,GHA,219.1667,91.2548,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,EGY,271.6667,73.6196,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,MAR,363.3333,55.0459,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,ETH,92.5,216.2162,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,RWA,95.8333,208.6957,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,SEN,148.3333,134.8315,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
Perplexity,Perplexity,Max,200,yes,299900,NGN,unclear,CIV,231.6667,86.3309,derived,measured,True,,https://www.perplexity.ai/hub/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,NGA,113.3333,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,KEN,183.3333,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,ZAF,522.5,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,GHA,219.1667,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,EGY,271.6667,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,MAR,363.3333,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,ETH,92.5,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,RWA,95.8333,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,SEN,148.3333,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
DeepSeek,DeepSeek Chat,Free,0,no,,,no,CIV,231.6667,0.0,derived,measured,True,,https://api-docs.deepseek.com/quick_start/pricing,C-1.0,2026-09-21
